Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S127124207,Laughing Gull,Leucophaeus atricilla,6396,81,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-24,02:05 PM,eBird - Traveling Count,60,1,3,,2,,,Multiple huge congregations on the beaches,
S126992192,Laughing Gull,Leucophaeus atricilla,6396,12,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-26,04:20 PM,eBird - Traveling Count,45,1,2,,2,,,,
S29185375,Ring-billed Gull,Larus delawarensis,6427,3,US-GA,Chatham,L788729,Tybee Island--North Beach,32.0270701,-80.8530664,2016-04-23,11:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S100623406,Ring-billed Gull,Larus delawarensis,6427,1,US-FL,Flagler,L17411480,Jungle Hut Road Park,29.584785,-81.1774815,2022-01-12,03:15 PM,eBird - Traveling Count,75,1,2,,2,,,Walking along the beach,
S125343974,Ring-billed Gull,Larus delawarensis,6427,4,US-FL,Flagler,L17411480,Jungle Hut Road Park,29.584785,-81.1774815,2023-01-03,03:00 PM,eBird - Traveling Count,45,1,1,,2,,,Beach walk with Bonnie,
S125414433,Ring-billed Gull,Larus delawarensis,6427,5,US-FL,Flagler,L575162,River to Sea Preserve,29.6620265,-81.2114096,2023-01-04,02:00 PM,eBird - Traveling Count,50,1,1,,2,,,From oceanside boardwalk to the park across the highway.,
S100655615,Ring-billed Gull,Larus delawarensis,6427,2,US-FL,Flagler,L127306,Washington Oaks Gardens SP,29.6347135,-81.2043542,2022-01-13,09:30 AM,eBird - Traveling Count,90,1,3,,2,,,"Nature trail, formal gardens, The Rocks",
S125558180,Ring-billed Gull,Larus delawarensis,6427,13,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-06,01:30 PM,eBird - Traveling Count,30,1,1,,2,,,Beautiful walk around the shallows.,
S125747097,Ring-billed Gull,Larus delawarensis,6427,1,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-08,12:45 PM,eBird - Traveling Count,60,1,1,,2,,,,
S126263380,Ring-billed Gull,Larus delawarensis,6427,2,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-15,02:00 PM,eBird - Traveling Count,70,1,2,,2,,,"Huge congregation of terns, gulls and shorebirds at a central sandbar.",
S126534023,Ring-billed Gull,Larus delawarensis,6427,2,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-19,04:30 PM,eBird - Traveling Count,75,1,3,,2,,,Another congregation.  And dolphins.,
S127124207,Ring-billed Gull,Larus delawarensis,6427,4,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-24,02:05 PM,eBird - Traveling Count,60,1,3,,2,,,Multiple huge congregations on the beaches,
S126992192,Ring-billed Gull,Larus delawarensis,6427,2,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-26,04:20 PM,eBird - Traveling Count,45,1,2,,2,,,,
S126139244,Ring-billed Gull,Larus delawarensis,6427,2,US-FL,Volusia,L8077653,Ormond Beach,29.3463463,-81.0657077,2023-01-14,01:38 PM,eBird - Stationary Count,15,1,,,2,,,,
S29185375,Herring Gull,Larus argentatus,6440,1,US-GA,Chatham,L788729,Tybee Island--North Beach,32.0270701,-80.8530664,2016-04-23,11:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S80520827,Herring Gull,Larus argentatus,6440,200,US-MD,Dorchester,L13504692,Hyatt Regency Chesapeake Bay,38.5620593,-76.0483932,2021-02-06,10:30 AM,eBird - Traveling Count,98,1,2,,2,,,with Bonnie,
S47496900,Herring Gull,Larus argentatus,6440,2,GB-SCT,Dumfries and Galloway,L5836237,Logan Botanic Garden,54.7418876,-4.9587889,2018-07-28,12:53 PM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S66671442,Herring Gull,Larus argentatus,6440,3,US-MA,Essex,L129046,Parker River NWR,42.7639008,-70.8022995,2020-04-05,07:10 AM,eBird - Traveling Count,130,1,8,,2,,,with Bonnie,
S68974760,Herring Gull,Larus argentatus,6440,1,US-MA,Essex,L129046,Parker River NWR,42.7639008,-70.8022995,2020-05-13,07:30 AM,eBird - Traveling Count,50,1,2,,2,,,with Bonnie,
S70430752,Herring Gull,Larus argentatus,6440,1,US-MA,Essex,L129047,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,2020-06-14,09:05 AM,eBird - Traveling Count,20,1,1,,2,,,with Bonnie,
S70430230,Herring Gull,Larus argentatus,6440,1,US-MA,Essex,L444818,Parker River NWR--Maintenance Area,42.756722,-70.8052111,2020-06-14,08:35 AM,eBird - Stationary Count,25,1,,,2,,,with Bonnie,
S23178806,Herring Gull,Larus argentatus,6440,22,US-MA,Essex,L129084,Sandy Point State Reservation,42.7035658,-70.7790756,2015-05-02,08:15 AM,eBird - Traveling Count,135,1,10,,2,,,with Bonnie,
S20857580,Herring Gull,Larus argentatus,6440,9,US-MA,Middlesex,L607652,Clay Pit Pond,42.3940672,-71.164434,2014-12-07,01:00 PM,eBird - Traveling Count,15,1,1,,2,,,with Bonnie in search of cackling geese,
S21297968,Herring Gull,Larus argentatus,6440,11,US-MA,Middlesex,L607652,Clay Pit Pond,42.3940672,-71.164434,2015-01-11,01:30 PM,eBird - Stationary Count,10,1,,,1,,,,
S19970189,Herring Gull,Larus argentatus,6440,96,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2014-09-28,01:45 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S20479192,Herring Gull,Larus argentatus,6440,21,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2014-11-08,02:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S20965132,Herring Gull,Larus argentatus,6440,1,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2014-12-20,03:15 PM,eBird - Traveling Count,30,1,1,,2,,,with Bonnie,
S21297926,Herring Gull,Larus argentatus,6440,26,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2015-01-11,01:00 PM,eBird - Traveling Count,20,1,1,,1,,,,
S22677099,Herring Gull,Larus argentatus,6440,40,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2015-04-04,10:00 AM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S22923947,Herring Gull,Larus argentatus,6440,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2015-04-18,09:30 AM,eBird - Traveling Count,60,1,2,,2,,,with Bonnie,
S44588505,Herring Gull,Larus argentatus,6440,6,US-MA,Middlesex,L842968,"Hager Pond, Marlborough",42.3496639,-71.4885521,2018-04-14,08:00 AM,eBird - Stationary Count,15,1,,,2,,,with Bonnie,
S18858241,Herring Gull,Larus argentatus,6440,1,US-MA,Middlesex,L207386,Middlesex Fells Reservation,42.4521799,-71.1098195,2014-06-14,01:00 PM,eBird - Traveling Count,120,1,6.437,,2,,,with Jeffrey,
S36795876,Herring Gull,Larus argentatus,6440,2,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2017-05-13,09:45 AM,eBird - Traveling Count,105,1,2,,2,,,with Bonnie,
S45381100,Herring Gull,Larus argentatus,6440,3,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2018-05-06,03:35 PM,eBird - Traveling Count,70,1,4,,2,,,with Bonnie,
S20881429,Herring Gull,Larus argentatus,6440,9,US-MA,Middlesex,L617935,Spy Pond,42.4091359,-71.1527824,2014-12-13,02:15 AM,eBird - Traveling Count,30,1,1,,2,,,with Bonnie,
S47481980,Herring Gull,Larus argentatus,6440,4,GB-SCT,South Ayrshire,L1131835,Culzean Castle,55.3543305,-4.7859192,2018-07-27,05:10 PM,eBird - Traveling Count,36,1,2,,2,,,with Bonnie,
S127124207,Herring Gull,Larus argentatus,6440,25,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-24,02:05 PM,eBird - Traveling Count,60,1,3,,2,,,Multiple huge congregations on the beaches,
S19476700,Herring Gull,Larus argentatus,6440,18,US-MA,Suffolk,L1852934,Boston Harbor--Inner Harbor,42.359874,-71.0410005,2014-08-10,04:00 PM,eBird - Casual Observation,0,1,,,3,,,sailing with Rick and Robin,
S92847737,Herring Gull,Larus argentatus,6440,1,US-MA,Worcester,L884778,"Wachusett Reservoir--Rainbow Cove, Gate 36",42.399756,-71.7333412,2021-08-06,07:45 AM,eBird - Traveling Count,45,1,1,,2,,,The continuing hunt for meadowlarks.,
S31850570,Yellow-legged Gull,Larus michahellis,6449,1,VA-,,L4962304,Cortile della Pigna,41.9056507,12.4544996,2015-07-03,08:53 PM,eBird - Casual Observation,0,0,,,2,,,with Bonnie,37173531
S127124207,Lesser Black-backed Gull,Larus fuscus,6469,1,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-24,02:05 PM,eBird - Traveling Count,60,1,3,,2,,,Multiple huge congregations on the beaches,
S126992192,Lesser Black-backed Gull,Larus fuscus,6469,1,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-26,04:20 PM,eBird - Traveling Count,45,1,2,,2,,,,
S47496612,Great Black-backed Gull,Larus marinus,6499,1,GB-SCT,Dumfries and Galloway,L4574826,Mull of Galloway RSPB Reserve,54.635896,-4.855442,2018-07-28,10:18 AM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S127124207,Great Black-backed Gull,Larus marinus,6499,5,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-24,02:05 PM,eBird - Traveling Count,60,1,3,,2,,,Multiple huge congregations on the beaches,
S66040969,gull sp.,Larinae sp.,6511,4,US-MA,Essex,L129047,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,2020-03-21,07:45 AM,eBird - Traveling Count,45,1,5,,2,,,with Bonnie,
S88466308,gull sp.,Larinae sp.,6511,7,US-MA,Essex,L129084,Sandy Point State Reservation,42.7035658,-70.7790756,2021-05-18,07:30 AM,eBird - Traveling Count,30,1,1,,2,,,Loop from parking lot to road to beach back to parking lot.,
S126614118,gull sp.,Larinae sp.,6511,1,US-FL,Flagler,L3541536,Betty Steflick Memorial Preserve,29.4766984,-81.1335809,2023-01-20,01:40 PM,eBird - Traveling Count,50,1,2,,2,,,,
S100623406,gull sp.,Larinae sp.,6511,5,US-FL,Flagler,L17411480,Jungle Hut Road Park,29.584785,-81.1774815,2022-01-12,03:15 PM,eBird - Traveling Count,75,1,2,,2,,,Walking along the beach,
S100655615,gull sp.,Larinae sp.,6511,3,US-FL,Flagler,L127306,Washington Oaks Gardens SP,29.6347135,-81.2043542,2022-01-13,09:30 AM,eBird - Traveling Count,90,1,3,,2,,,"Nature trail, formal gardens, The Rocks",
S66083574,gull sp.,Larinae sp.,6511,1,US-MA,Middlesex,L4015620,Peeper's Pond,42.4290674,-71.2041253,2020-03-22,08:45 AM,eBird - Stationary Count,20,1,,,2,,,with Bonnie,
S43073584,gull sp.,Larinae sp.,6511,3,US-FL,Pinellas,L127331,Boyd Hill Nature Park & Lake Maggiore,27.7248069,-82.6501069,2018-02-21,10:30 AM,eBird - Traveling Count,105,1,5,,2,,,with Bonnie,
S43094567,gull sp.,Larinae sp.,6511,2,US-FL,Pinellas,L127332,Fort De Soto Park,27.6327266,-82.718157,2018-02-22,10:00 AM,eBird - Traveling Count,120,1,3.5,,2,,,with Bonnie,
S126139244,gull sp.,Larinae sp.,6511,2,US-FL,Volusia,L8077653,Ormond Beach,29.3463463,-81.0657077,2023-01-14,01:38 PM,eBird - Stationary Count,15,1,,,2,,,,
S126144250,gull sp.,Larinae sp.,6511,5,US-FL,Volusia,L11753518,Ormond Beach Plaza beach access,29.3840501,-81.0828373,2023-01-14,02:10 PM,eBird - Stationary Count,20,1,,,2,,,Dolphins,
S84700756,gull sp.,Larinae sp.,6511,24,US-MA,Worcester,L1268314,Quaboag Pond,42.1969851,-72.069314,2021-04-03,10:40 AM,eBird - Stationary Count,10,1,,,2,,,with Bonnie,
S88468316,Least Tern,Sternula antillarum,6569,1,US-MA,Essex,L129047,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,2021-05-18,07:00 AM,eBird - Stationary Count,20,1,,,2,,,,
S29185375,Common Tern,Sterna hirundo,6623,2,US-GA,Chatham,L788729,Tybee Island--North Beach,32.0270701,-80.8530664,2016-04-23,11:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S23711352,Common Tern,Sterna hirundo,6623,4,US-MA,Essex,L129084,Sandy Point State Reservation,42.7035658,-70.7790756,2015-05-30,08:15 AM,eBird - Traveling Count,130,1,9,,3,,,with Corinne and Bonnie,
S19476700,Common Tern,Sterna hirundo,6623,5,US-MA,Suffolk,L1852934,Boston Harbor--Inner Harbor,42.359874,-71.0410005,2014-08-10,04:00 PM,eBird - Casual Observation,0,1,,,3,,,sailing with Rick and Robin,
S126263380,Forster's Tern,Sterna forsteri,6643,66,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-15,02:00 PM,eBird - Traveling Count,70,1,2,,2,,,"Huge congregation of terns, gulls and shorebirds at a central sandbar.",
S126534023,Forster's Tern,Sterna forsteri,6643,24,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-19,04:30 PM,eBird - Traveling Count,75,1,3,,2,,,Another congregation.  And dolphins.,
S127124207,Forster's Tern,Sterna forsteri,6643,10,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-24,02:05 PM,eBird - Traveling Count,60,1,3,,2,,,Multiple huge congregations on the beaches,
S126992192,Forster's Tern,Sterna forsteri,6643,1,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-26,04:20 PM,eBird - Traveling Count,45,1,2,,2,,,,
S29185375,Royal Tern,Thalasseus maximus,6654,48,US-GA,Chatham,L788729,Tybee Island--North Beach,32.0270701,-80.8530664,2016-04-23,11:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S125343974,Royal Tern,Thalasseus maximus,6654,2,US-FL,Flagler,L17411480,Jungle Hut Road Park,29.584785,-81.1774815,2023-01-03,03:00 PM,eBird - Traveling Count,45,1,1,,2,,,Beach walk with Bonnie,
S126263380,Royal Tern,Thalasseus maximus,6654,22,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-15,02:00 PM,eBird - Traveling Count,70,1,2,,2,,,"Huge congregation of terns, gulls and shorebirds at a central sandbar.",
S126534023,Royal Tern,Thalasseus maximus,6654,12,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-19,04:30 PM,eBird - Traveling Count,75,1,3,,2,,,Another congregation.  And dolphins.,
S127124207,Royal Tern,Thalasseus maximus,6654,48,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-24,02:05 PM,eBird - Traveling Count,60,1,3,,2,,,Multiple huge congregations on the beaches,
S126534023,Sandwich Tern,Thalasseus sandvicensis,6660,1,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-19,04:30 PM,eBird - Traveling Count,75,1,3,,2,,,Another congregation.  And dolphins.,
S29185375,Black Skimmer,Rynchops niger,6680,24,US-GA,Chatham,L788729,Tybee Island--North Beach,32.0270701,-80.8530664,2016-04-23,11:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S126263380,Black Skimmer,Rynchops niger,6680,21,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-15,02:00 PM,eBird - Traveling Count,70,1,2,,2,,,"Huge congregation of terns, gulls and shorebirds at a central sandbar.",
S126534023,Black Skimmer,Rynchops niger,6680,210,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-19,04:30 PM,eBird - Traveling Count,75,1,3,,2,,,Another congregation.  And dolphins.,
S127124207,Black Skimmer,Rynchops niger,6680,17,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-24,02:05 PM,eBird - Traveling Count,60,1,3,,2,,,Multiple huge congregations on the beaches,
S126263380,gull/tern sp.,Laridae sp.,6686,235,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-15,02:00 PM,eBird - Traveling Count,70,1,2,,2,,,"Huge congregation of terns, gulls and shorebirds at a central sandbar.",
S127124207,gull/tern sp.,Laridae sp.,6686,240,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-24,02:05 PM,eBird - Traveling Count,60,1,3,,2,,,Multiple huge congregations on the beaches,
S126992192,gull/tern sp.,Laridae sp.,6686,280,US-FL,St. Johns,L1802913,Ft. Matanzas peninsula,29.7076391,-81.2297841,2023-01-26,04:20 PM,eBird - Traveling Count,45,1,2,,2,,,,
S130030301,Sunbittern,Eurypyga helias,6690,1,CR-C,,L22883415,Sunbittern Spot,9.8193591,-83.5549039,2023-02-26,02:22 PM,eBird - Traveling Count,37,1,0.5,,6,,,with Naturalist Journeys group,
S31850406,Common Loon,Gavia immer,6720,5,US-NY,Essex,L4962285,Essex Chain Lakes,43.8774173,-74.255476,2016-09-20,03:00 PM,eBird - Casual Observation,0,0,,,2,,,canoe camping with Glenn,
S56735183,Common Loon,Gavia immer,6720,12,US-NY,Fulton,L7644445,Canada Lake,43.1687535,-74.5093632,2019-05-25,09:00 AM,eBird - Traveling Count,240,1,8,,2,,,with Glenny B,
S92847737,Common Loon,Gavia immer,6720,1,US-MA,Worcester,L884778,"Wachusett Reservoir--Rainbow Cove, Gate 36",42.399756,-71.7333412,2021-08-06,07:45 AM,eBird - Traveling Count,45,1,1,,2,,,The continuing hunt for meadowlarks.,
S93731830,Common Loon,Gavia immer,6720,1,US-MA,Worcester,L612182,"West Waushacum Pond, Sterling",42.413952,-71.7648411,2021-08-25,06:00 PM,eBird - Traveling Count,50,1,2,,2,,,kayaking with Bonnie,
S94214838,Common Loon,Gavia immer,6720,1,US-MA,Worcester,L612182,"West Waushacum Pond, Sterling",42.413952,-71.7648411,2021-09-05,09:10 AM,eBird - Traveling Count,60,1,2,,4,,,"kayaking with Bonnie, Arielle, Jim",
S106916114,White Stork,Ciconia ciconia,7061,6,IT-34,,L8940279,Valli di Brenta (zona umida IWC),45.1961858,12.2393751,2022-04-12,01:00 PM,eBird - Casual Observation,,0,,,2,,,In the bus to Chioggia,
S120344388,Northern Gannet,Morus bassanus,7125,1,US-ME,Cumberland,L1410245,Portland Waterfront ,43.65768,-70.24441,2022-10-09,11:50 AM,eBird - Casual Observation,,0,,,2,,"Body uniformly deep brown, wings almost black.  Gliding low above the waves.",On Peaks Island Ferry,
S47496612,Northern Gannet,Morus bassanus,7125,4,GB-SCT,Dumfries and Galloway,L4574826,Mull of Galloway RSPB Reserve,54.635896,-4.855442,2018-07-28,10:18 AM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S100623406,Northern Gannet,Morus bassanus,7125,1,US-FL,Flagler,L17411480,Jungle Hut Road Park,29.584785,-81.1774815,2022-01-12,03:15 PM,eBird - Traveling Count,75,1,2,,2,,,Walking along the beach,
S100655615,Northern Gannet,Morus bassanus,7125,3,US-FL,Flagler,L127306,Washington Oaks Gardens SP,29.6347135,-81.2043542,2022-01-13,09:30 AM,eBird - Traveling Count,90,1,3,,2,,,"Nature trail, formal gardens, The Rocks",
S19161151,Northern Gannet,Morus bassanus,7125,1111,IE-M,Kerry,L1219645,Skellig Islands--general area,51.7747552,-10.5221987,2012-07-10,09:00 AM,eBird - Traveling Count,360,1,25.75,,2,,,"Boat tour originated from Portmagee, Kerry, Ireland",
S19476751,Anhinga,Anhinga anhinga,7130,1,US-SC,Charleston,L872308,Magnolia Plantation--Audubon Swamp Garden,32.870973,-80.0848174,2013-03-17,09:30 AM,eBird - Traveling Count,90,0,2,,13,,,Weekly birdwatching group,
S100851590,Anhinga,Anhinga anhinga,7130,4,US-FL,Flagler,L3541536,Betty Steflick Memorial Preserve,29.4766984,-81.1335809,2022-01-15,02:15 PM,eBird - Traveling Count,100,1,2,,2,,,Walking the boardwalk,
S126614118,Anhinga,Anhinga anhinga,7130,1,US-FL,Flagler,L3541536,Betty Steflick Memorial Preserve,29.4766984,-81.1335809,2023-01-20,01:40 PM,eBird - Traveling Count,50,1,2,,2,,,,
S100936507,Anhinga,Anhinga anhinga,7130,3,US-FL,Flagler,L17466082,Bird of Paradise Nature Preserve,29.5923453,-81.245696,2022-01-17,01:00 PM,eBird - Traveling Count,20,1,0.5,,2,,,,
S43073584,Anhinga,Anhinga anhinga,7130,1,US-FL,Pinellas,L127331,Boyd Hill Nature Park & Lake Maggiore,27.7248069,-82.6501069,2018-02-21,10:30 AM,eBird - Traveling Count,105,1,5,,2,,Riding thermal with some vultures and a gull.  White head.,with Bonnie,
S101089765,Anhinga,Anhinga anhinga,7130,3,US-FL,Pinellas,L127329,Sawgrass Lake Park,27.8398,-82.6705,2022-01-20,09:45 AM,eBird - Traveling Count,75,1,2,,2,,,,
S127129147,Anhinga,Anhinga anhinga,7130,3,US-FL,Pinellas,L127329,Sawgrass Lake Park,27.8398,-82.6705,2023-01-28,02:20 PM,eBird - Traveling Count,925,1,1,,2,,,,529139081
S130016830,Anhinga,Anhinga anhinga,7130,3,CR-H,,L1889428,Puerto Viejo de Sarapiquí--Río Sarapiquí boat tour,10.4688136,-83.9993148,2023-02-28,02:50 PM,eBird - Traveling Count,152,1,6,,13,,,Boat tour with Naturalist Journeys group and river guide.,
S47481980,Great Cormorant,Phalacrocorax carbo,7159,1,GB-SCT,South Ayrshire,L1131835,Culzean Castle,55.3543305,-4.7859192,2018-07-27,05:10 PM,eBird - Traveling Count,36,1,2,,2,,,with Bonnie,108824691
S47496612,European Shag,Gulosus aristotelis,7182,3,GB-SCT,Dumfries and Galloway,L4574826,Mull of Galloway RSPB Reserve,54.635896,-4.855442,2018-07-28,10:18 AM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S29185375,Double-crested Cormorant,Nannopterum auritum,7188,1,US-GA,Chatham,L788729,Tybee Island--North Beach,32.0270701,-80.8530664,2016-04-23,11:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S66671442,Double-crested Cormorant,Nannopterum auritum,7188,1,US-MA,Essex,L129046,Parker River NWR,42.7639008,-70.8022995,2020-04-05,07:10 AM,eBird - Traveling Count,130,1,8,,2,,,with Bonnie,
S88468316,Double-crested Cormorant,Nannopterum auritum,7188,3,US-MA,Essex,L129047,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,2021-05-18,07:00 AM,eBird - Stationary Count,20,1,,,2,,,,
S70430230,Double-crested Cormorant,Nannopterum auritum,7188,2,US-MA,Essex,L444818,Parker River NWR--Maintenance Area,42.756722,-70.8052111,2020-06-14,08:35 AM,eBird - Stationary Count,25,1,,,2,,,with Bonnie,
S23178806,Double-crested Cormorant,Nannopterum auritum,7188,2,US-MA,Essex,L129084,Sandy Point State Reservation,42.7035658,-70.7790756,2015-05-02,08:15 AM,eBird - Traveling Count,135,1,10,,2,,,with Bonnie,
S23711352,Double-crested Cormorant,Nannopterum auritum,7188,7,US-MA,Essex,L129084,Sandy Point State Reservation,42.7035658,-70.7790756,2015-05-30,08:15 AM,eBird - Traveling Count,130,1,9,,3,,,with Corinne and Bonnie,
S88466308,Double-crested Cormorant,Nannopterum auritum,7188,27,US-MA,Essex,L129084,Sandy Point State Reservation,42.7035658,-70.7790756,2021-05-18,07:30 AM,eBird - Traveling Count,30,1,1,,2,,,Loop from parking lot to road to beach back to parking lot.,
S100851590,Double-crested Cormorant,Nannopterum auritum,7188,2,US-FL,Flagler,L3541536,Betty Steflick Memorial Preserve,29.4766984,-81.1335809,2022-01-15,02:15 PM,eBird - Traveling Count,100,1,2,,2,,,Walking the boardwalk,
S100623406,Double-crested Cormorant,Nannopterum auritum,7188,7,US-FL,Flagler,L17411480,Jungle Hut Road Park,29.584785,-81.1774815,2022-01-12,03:15 PM,eBird - Traveling Count,75,1,2,,2,,,Walking along the beach,
S125343974,Double-crested Cormorant,Nannopterum auritum,7188,1,US-FL,Flagler,L17411480,Jungle Hut Road Park,29.584785,-81.1774815,2023-01-03,03:00 PM,eBird - Traveling Count,45,1,1,,2,,,Beach walk with Bonnie,
S100655615,Double-crested Cormorant,Nannopterum auritum,7188,12,US-FL,Flagler,L127306,Washington Oaks Gardens SP,29.6347135,-81.2043542,2022-01-13,09:30 AM,eBird - Traveling Count,90,1,3,,2,,,"Nature trail, formal gardens, The Rocks",
S20857580,Double-crested Cormorant,Nannopterum auritum,7188,3,US-MA,Middlesex,L607652,Clay Pit Pond,42.3940672,-71.164434,2014-12-07,01:00 PM,eBird - Traveling Count,15,1,1,,2,,,with Bonnie in search of cackling geese,
S19970189,Double-crested Cormorant,Nannopterum auritum,7188,2,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2014-09-28,01:45 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S20479192,Double-crested Cormorant,Nannopterum auritum,7188,6,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2014-11-08,02:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S19045007,Double-crested Cormorant,Nannopterum auritum,7188,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2014-06-01,10:00 AM,eBird - Traveling Count,75,1,1.609,,2,,,with Bonnie,
S18858044,Double-crested Cormorant,Nannopterum auritum,7188,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2014-06-21,08:00 AM,eBird - Traveling Count,90,1,3.219,,2,,"young, with whitish chest and neck",with Bonnie,
S19160955,Double-crested Cormorant,Nannopterum auritum,7188,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2014-07-20,07:00 AM,eBird - Traveling Count,60,1,1.609,,2,,,with Bonnie,
S44588505,Double-crested Cormorant,Nannopterum auritum,7188,3,US-MA,Middlesex,L842968,"Hager Pond, Marlborough",42.3496639,-71.4885521,2018-04-14,08:00 AM,eBird - Stationary Count,15,1,,,2,,,with Bonnie,
S23626274,Double-crested Cormorant,Nannopterum auritum,7188,2,US-MA,Middlesex,L251003,Horn Pond Recreation Area,42.4680852,-71.1582396,2015-05-25,08:20 AM,eBird - Traveling Count,100,1,3,,2,,,with Bonnie,
S43094567,Double-crested Cormorant,Nannopterum auritum,7188,7,US-FL,Pinellas,L127332,Fort De Soto Park,27.6327266,-82.718157,2018-02-22,10:00 AM,eBird - Traveling Count,120,1,3.5,,2,,,with Bonnie,
S43143206,Double-crested Cormorant,Nannopterum auritum,7188,1,US-FL,Pinellas,L127329,Sawgrass Lake Park,27.8398,-82.6705,2018-02-24,12:25 PM,eBird - Stationary Count,15,1,,,2,,,with Bonnie,
