Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S18874045,Eastern Phoebe,Sayornis phoebe,16583,1,US-MA,Middlesex,L2935771,Concord River,42.4672852,-71.351223,2014-06-22,10:00 AM,eBird - Traveling Count,120,1,6.437,,2,,,Kayak with Bonnie,
S18858044,Eastern Phoebe,Sayornis phoebe,16583,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2014-06-21,08:00 AM,eBird - Traveling Count,90,1,3.219,,2,,,with Bonnie,
S22798311,Eastern Phoebe,Sayornis phoebe,16583,5,US-MA,Middlesex,L2961070,Middlesex Fells Reservation--Wright's Pond,42.4415681,-71.0999751,2015-04-11,07:30 AM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S44819846,Eastern Phoebe,Sayornis phoebe,16583,3,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2018-04-22,08:10 AM,eBird - Traveling Count,90,1,3,,2,,,with Bonnie,95840731
S28976793,Eastern Phoebe,Sayornis phoebe,16583,1,US-MA,Middlesex,L682512,"Walden Pond, Concord",42.4365703,-71.3376617,2016-04-16,08:30 AM,eBird - Traveling Count,60,1,2,,2,,,with Bonnie,
S83725447,Eastern Phoebe,Sayornis phoebe,16583,1,US-MA,Worcester,L452346,Bolton Flats WMA--Bolton,42.4640087,-71.6400582,2021-03-20,08:00 AM,eBird - Traveling Count,90,1,4,,2,,,with Bonnie,
S108637425,Eastern Phoebe,Sayornis phoebe,16583,1,US-MA,Worcester,L207431,Eagle Lake Wildlife Sanctuary (Mass Audubon),42.36121,-71.89358,2022-05-01,09:10 AM,eBird - Traveling Count,90,1,2,,2,,,,
S109051314,Eastern Phoebe,Sayornis phoebe,16583,1,US-MA,Worcester,L612185,"The Quag, Sterling",42.4166134,-71.7710209,2022-05-05,08:30 AM,eBird - Traveling Count,60,1,2,,1,,,kayak,
S94214838,Eastern Phoebe,Sayornis phoebe,16583,1,US-MA,Worcester,L612182,"West Waushacum Pond, Sterling",42.413952,-71.7648411,2021-09-05,09:10 AM,eBird - Traveling Count,60,1,2,,4,,,"kayaking with Bonnie, Arielle, Jim",
S94472956,Eastern Phoebe,Sayornis phoebe,16583,1,US-MA,Worcester,L612182,"West Waushacum Pond, Sterling",42.413952,-71.7648411,2021-09-10,05:40 PM,eBird - Traveling Count,50,1,2,,1,,,solo kayak,
S95141978,Eastern Phoebe,Sayornis phoebe,16583,1,US-MA,Worcester,L464598,Westboro WMA,42.2955958,-71.6157532,2021-09-25,08:00 AM,eBird - Traveling Count,60,1,4,,2,,,,
S36025573,Say's Phoebe,Sayornis saya,16585,1,US-NM,Bernalillo,L196306,Rio Grande Nature Center SP,35.13,-106.683,2017-04-16,09:05 AM,eBird - Traveling Count,110,1,2,,2,,,with Bonnie,54858431
S130016830,Bright-rumped Attila,Attila spadiceus,16821,1,CR-H,,L1889428,Puerto Viejo de Sarapiquí--Río Sarapiquí boat tour,10.4688136,-83.9993148,2023-02-28,02:50 PM,eBird - Traveling Count,152,1,6,,13,,,Boat tour with Naturalist Journeys group and river guide.,
S56735183,Great Crested Flycatcher,Myiarchus crinitus,16907,1,US-NY,Fulton,L7644445,Canada Lake,43.1687535,-74.5093632,2019-05-25,09:00 AM,eBird - Traveling Count,240,1,8,,2,,,with Glenny B,
S36463184,Great Crested Flycatcher,Myiarchus crinitus,16907,1,US-MA,Middlesex,L4606969,Browning Fields,42.4133183,-71.2979221,2017-04-30,07:20 AM,eBird - Traveling Count,50,1,1.5,,14,,,with Lincoln birding group led by Gwyn and Bryce,
S130027804,Great Kiskadee,Pitangus sulphuratus,16941,6,CR-H,,L2881930,La Selva (OTS Reserve)--Road to Puerto Viejo River,10.4390267,-84.0076017,2023-02-28,08:16 AM,eBird - Traveling Count,135,1,3,,13,,,with Naturalist Journeys group and local guides,
S130016830,Great Kiskadee,Pitangus sulphuratus,16941,2,CR-H,,L1889428,Puerto Viejo de Sarapiquí--Río Sarapiquí boat tour,10.4688136,-83.9993148,2023-02-28,02:50 PM,eBird - Traveling Count,152,1,6,,13,,,Boat tour with Naturalist Journeys group and river guide.,
S130016052,Great Kiskadee,Pitangus sulphuratus,16941,1,CR-H,,L295871,Selva Verde Lodge,10.4502,-84.0677,2023-03-01,06:40 AM,eBird - Stationary Count,20,1,,,10,,,with Naturalist Journeys group,
S129762552,Boat-billed Flycatcher,Megarynchus pitangua,16952,1,CR-C,,L468901,Rancho Naturalista,9.83193,-83.5638,2023-02-26,06:10 AM,eBird - Traveling Count,225,1,3,,7,,,at ranch and on trails with Naturalist Journeys group,
S129404700,Social Flycatcher,Myiozetetes similis,16965,1,CR-H,,L487975,Hotel Bougainvillea,9.9809389,-84.0789163,2023-02-22,03:00 PM,eBird - Traveling Count,120,1,0.5,,9,,,With Naturalist Journeys,
S130027804,Social Flycatcher,Myiozetetes similis,16965,2,CR-H,,L2881930,La Selva (OTS Reserve)--Road to Puerto Viejo River,10.4390267,-84.0076017,2023-02-28,08:16 AM,eBird - Traveling Count,135,1,3,,13,,,with Naturalist Journeys group and local guides,
S130030301,Social Flycatcher,Myiozetetes similis,16965,3,CR-C,,L22883415,Sunbittern Spot,9.8193591,-83.5549039,2023-02-26,02:22 PM,eBird - Traveling Count,37,1,0.5,,6,,,with Naturalist Journeys group,
S129654068,Gray-capped Flycatcher,Myiozetetes granadensis,16976,1,CR-C,,L22815072,La Casona del Cafetal,9.8281096,-83.8114373,2023-02-25,12:00 PM,eBird - Stationary Count,80,1,,,12,,,Lunching with Naturalist Journeys group,
S130027804,Gray-capped Flycatcher,Myiozetetes granadensis,16976,1,CR-H,,L2881930,La Selva (OTS Reserve)--Road to Puerto Viejo River,10.4390267,-84.0076017,2023-02-28,08:16 AM,eBird - Traveling Count,135,1,3,,13,,,with Naturalist Journeys group and local guides,
S130030301,Gray-capped Flycatcher,Myiozetetes granadensis,16976,1,CR-C,,L22883415,Sunbittern Spot,9.8193591,-83.5549039,2023-02-26,02:22 PM,eBird - Traveling Count,37,1,0.5,,6,,,with Naturalist Journeys group,541360351
S130027804,Piratic Flycatcher,Legatus leucophaius,17013,1,CR-H,,L2881930,La Selva (OTS Reserve)--Road to Puerto Viejo River,10.4390267,-84.0076017,2023-02-28,08:16 AM,eBird - Traveling Count,135,1,3,,13,,,with Naturalist Journeys group and local guides,
S129654068,Tropical Kingbird,Tyrannus melancholicus,17025,2,CR-C,,L22815072,La Casona del Cafetal,9.8281096,-83.8114373,2023-02-25,12:00 PM,eBird - Stationary Count,80,1,,,12,,,Lunching with Naturalist Journeys group,
S130027804,Tropical Kingbird,Tyrannus melancholicus,17025,1,CR-H,,L2881930,La Selva (OTS Reserve)--Road to Puerto Viejo River,10.4390267,-84.0076017,2023-02-28,08:16 AM,eBird - Traveling Count,135,1,3,,13,,,with Naturalist Journeys group and local guides,
S70430752,Eastern Kingbird,Tyrannus tyrannus,17042,1,US-MA,Essex,L129047,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,2020-06-14,09:05 AM,eBird - Traveling Count,20,1,1,,2,,,with Bonnie,
S88468316,Eastern Kingbird,Tyrannus tyrannus,17042,2,US-MA,Essex,L129047,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,2021-05-18,07:00 AM,eBird - Stationary Count,20,1,,,2,,,,
S23711352,Eastern Kingbird,Tyrannus tyrannus,17042,6,US-MA,Essex,L129084,Sandy Point State Reservation,42.7035658,-70.7790756,2015-05-30,08:15 AM,eBird - Traveling Count,130,1,9,,3,,,with Corinne and Bonnie,
S19047368,Eastern Kingbird,Tyrannus tyrannus,17042,2,US-MA,Middlesex,L723666,Arlington's Great Meadows,42.4326428,-71.2006545,2014-07-08,04:30 PM,eBird - Traveling Count,90,1,1.609,,1,,,including Peeper's Pond,
S29697017,Eastern Kingbird,Tyrannus tyrannus,17042,1,US-MA,Middlesex,L4606969,Browning Fields,42.4133183,-71.2979221,2016-05-15,07:30 AM,eBird - Traveling Count,80,1,1,,17,,,with Bonnie and the birding group,28848481
S18874045,Eastern Kingbird,Tyrannus tyrannus,17042,4,US-MA,Middlesex,L2935771,Concord River,42.4672852,-71.351223,2014-06-22,10:00 AM,eBird - Traveling Count,120,1,6.437,,2,,,Kayak with Bonnie,
S19160955,Eastern Kingbird,Tyrannus tyrannus,17042,2,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2014-07-20,07:00 AM,eBird - Traveling Count,60,1,1.609,,2,,,with Bonnie,
S37007583,Eastern Kingbird,Tyrannus tyrannus,17042,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2017-05-20,07:35 AM,eBird - Traveling Count,120,1,4,,2,,,with Bonnie,
S23487900,Eastern Kingbird,Tyrannus tyrannus,17042,1,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2015-05-17,07:30 AM,eBird - Traveling Count,90,1,2,,2,,,with Bonnie,
S29637528,Eastern Kingbird,Tyrannus tyrannus,17042,1,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2016-05-14,09:00 AM,eBird - Traveling Count,60,1,2,,2,,,with Bonnie,
S45381100,Eastern Kingbird,Tyrannus tyrannus,17042,2,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2018-05-06,03:35 PM,eBird - Traveling Count,70,1,4,,2,,,with Bonnie,
S92847737,Eastern Kingbird,Tyrannus tyrannus,17042,1,US-MA,Worcester,L884778,"Wachusett Reservoir--Rainbow Cove, Gate 36",42.399756,-71.7333412,2021-08-06,07:45 AM,eBird - Traveling Count,45,1,1,,2,,,The continuing hunt for meadowlarks.,
S57236507,Eastern Kingbird,Tyrannus tyrannus,17042,4,US-MA,Worcester,L9439634,Wayne MacCallum Wildlife Management Area,42.29368,-71.6350793,2019-06-09,08:15 AM,eBird - Traveling Count,75,1,3,,2,,,with Bonnie,
S101291446,White-eyed Vireo,Vireo griseus,18702,3,US-GA,Chatham,L2754456,Chatham Co. Wetlands Preserve,31.9884761,-81.2908459,2022-01-23,10:00 AM,eBird - Traveling Count,60,1,3,,2,,,,
S101089765,White-eyed Vireo,Vireo griseus,18702,1,US-FL,Pinellas,L127329,Sawgrass Lake Park,27.8398,-82.6705,2022-01-20,09:45 AM,eBird - Traveling Count,75,1,2,,2,,,,
S45381100,Yellow-throated Vireo,Vireo flavifrons,18752,1,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2018-05-06,03:35 PM,eBird - Traveling Count,70,1,4,,2,,,with Bonnie,
S23626274,Blue-headed Vireo,Vireo solitarius,18758,1,US-MA,Middlesex,L251003,Horn Pond Recreation Area,42.4680852,-71.1582396,2015-05-25,08:20 AM,eBird - Traveling Count,100,1,3,,2,,,with Bonnie,
S23354763,Blue-headed Vireo,Vireo solitarius,18758,1,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2015-05-10,08:00 AM,eBird - Traveling Count,60,1,2,,3,,,with Bonnie and Jeffrey,
S23487900,Blue-headed Vireo,Vireo solitarius,18758,1,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2015-05-17,07:30 AM,eBird - Traveling Count,90,1,2,,2,,,with Bonnie,
S45381100,Blue-headed Vireo,Vireo solitarius,18758,1,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2018-05-06,03:35 PM,eBird - Traveling Count,70,1,4,,2,,,with Bonnie,
S43073584,Blue-headed Vireo,Vireo solitarius,18758,4,US-FL,Pinellas,L127331,Boyd Hill Nature Park & Lake Maggiore,27.7248069,-82.6501069,2018-02-21,10:30 AM,eBird - Traveling Count,105,1,5,,2,,,with Bonnie,86957691
S39363881,Philadelphia Vireo,Vireo philadelphicus,18774,1,US-MA,Middlesex,L357227,Dunback Meadow,42.4275113,-71.2269402,2017-09-24,09:30 AM,eBird - Traveling Count,90,1,4,,2,,,with Bonnie,
S68536976,Warbling Vireo,Vireo gilvus,18775,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2020-05-07,06:50 AM,eBird - Traveling Count,90,1,3,,2,,,with Bonnie,
S36795876,Warbling Vireo,Vireo gilvus,18775,1,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2017-05-13,09:45 AM,eBird - Traveling Count,105,1,2,,2,,,with Bonnie,
S19760627,Red-eyed Vireo,Vireo olivaceus,18795,2,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2014-09-07,09:30 AM,eBird - Traveling Count,45,1,1,,2,,,with Bonnie,
S100655615,Loggerhead Shrike,Lanius ludovicianus,20571,1,US-FL,Flagler,L127306,Washington Oaks Gardens SP,29.6347135,-81.2043542,2022-01-13,09:30 AM,eBird - Traveling Count,90,1,3,,2,,,"Nature trail, formal gardens, The Rocks",
S43094567,Loggerhead Shrike,Lanius ludovicianus,20571,1,US-FL,Pinellas,L127332,Fort De Soto Park,27.6327266,-82.718157,2018-02-22,10:00 AM,eBird - Traveling Count,120,1,3.5,,2,,,with Bonnie,87050121
S130018294,Brown Jay,Psilorhinus morio,20715,1,CR-C,,L2068053,Guayabo National Monument,9.9720523,-83.6903286,2023-02-27,09:27 AM,eBird - Traveling Count,100,1,3,,12,,,with Naturalist Journeys group,
S129404700,Brown Jay,Psilorhinus morio,20715,2,CR-H,,L487975,Hotel Bougainvillea,9.9809389,-84.0789163,2023-02-22,03:00 PM,eBird - Traveling Count,120,1,0.5,,9,,,With Naturalist Journeys,
S129653449,Brown Jay,Psilorhinus morio,20715,8,CR-C,,L468901,Rancho Naturalista,9.83193,-83.5638,2023-02-25,03:30 PM,eBird - Stationary Count,60,1,,,11,,,with Naturalist Journeys group,
S130442445,Brown Jay,Psilorhinus morio,20715,3,CR-C,,L468901,Rancho Naturalista,9.83193,-83.5638,2023-02-26,01:50 PM,eBird - Stationary Count,20,1,,,5,,,with Naturalist Journeys group,
S85516072,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Berkshire,L207427,"Canoe Meadows Wildlife Sanctuary, Pittsfield",42.42846,-73.232,2021-04-14,07:30 AM,eBird - Traveling Count,90,1,4,,2,,,with Bonnie,
S85448455,Blue Jay,Cyanocitta cristata,20786,3,US-MA,Berkshire,L2888966,"Wild Acres Conservation Area, Pittsfield",42.430774,-73.2797098,2021-04-13,07:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S101291446,Blue Jay,Cyanocitta cristata,20786,2,US-GA,Chatham,L2754456,Chatham Co. Wetlands Preserve,31.9884761,-81.2908459,2022-01-23,10:00 AM,eBird - Traveling Count,60,1,3,,2,,,,
S68974760,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Essex,L129046,Parker River NWR,42.7639008,-70.8022995,2020-05-13,07:30 AM,eBird - Traveling Count,50,1,2,,2,,,with Bonnie,
S66040969,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Essex,L129047,Parker River NWR--Hellcat Dike,42.7411003,-70.7965012,2020-03-21,07:45 AM,eBird - Traveling Count,45,1,5,,2,,,with Bonnie,
S23178806,Blue Jay,Cyanocitta cristata,20786,2,US-MA,Essex,L129084,Sandy Point State Reservation,42.7035658,-70.7790756,2015-05-02,08:15 AM,eBird - Traveling Count,135,1,10,,2,,,with Bonnie,
S23711352,Blue Jay,Cyanocitta cristata,20786,2,US-MA,Essex,L129084,Sandy Point State Reservation,42.7035658,-70.7790756,2015-05-30,08:15 AM,eBird - Traveling Count,130,1,9,,3,,,with Corinne and Bonnie,
S56735183,Blue Jay,Cyanocitta cristata,20786,10,US-NY,Fulton,L7644445,Canada Lake,43.1687535,-74.5093632,2019-05-25,09:00 AM,eBird - Traveling Count,240,1,8,,2,,,with Glenny B,
S19045046,Blue Jay,Cyanocitta cristata,20786,1,US-NH,Grafton,L2731162,"Mt. Cardigan, Orange",43.6487337,-71.9135857,2014-07-07,09:00 AM,eBird - Traveling Count,300,1,11.265,,2,,,with Jeffrey,
S31042557,Blue Jay,Cyanocitta cristata,20786,2,US-VT,Lamoille,L1649567,Trapp Family Lodge,44.4649832,-72.7444337,2016-08-10,10:12 AM,eBird - Traveling Count,25,1,1,,2,,,with Bonnie,
S18999305,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L723666,Arlington's Great Meadows,42.4326428,-71.2006545,2014-05-04,12:00 PM,eBird - Traveling Count,90,1,1.609,,1,,,,
S19047368,Blue Jay,Cyanocitta cristata,20786,2,US-MA,Middlesex,L723666,Arlington's Great Meadows,42.4326428,-71.2006545,2014-07-08,04:30 PM,eBird - Traveling Count,90,1,1.609,,1,,,including Peeper's Pond,
S20880984,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L723666,Arlington's Great Meadows,42.4326428,-71.2006545,2014-12-13,12:30 PM,eBird - Traveling Count,45,1,3,,2,,,with Bonnie,
S22940806,Blue Jay,Cyanocitta cristata,20786,4,US-MA,Middlesex,L723666,Arlington's Great Meadows,42.4326428,-71.2006545,2015-04-19,08:45 AM,eBird - Traveling Count,60,1,2,,1,,,,
S23064115,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L723666,Arlington's Great Meadows,42.4326428,-71.2006545,2015-04-26,07:30 AM,eBird - Traveling Count,45,1,2,,2,,,with Bonnie,
S23350403,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L723666,Arlington's Great Meadows,42.4326428,-71.2006545,2015-05-09,03:30 PM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S29697017,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L4606969,Browning Fields,42.4133183,-71.2979221,2016-05-15,07:30 AM,eBird - Traveling Count,80,1,1,,17,,,with Bonnie and the birding group,
S36463184,Blue Jay,Cyanocitta cristata,20786,4,US-MA,Middlesex,L4606969,Browning Fields,42.4133183,-71.2979221,2017-04-30,07:20 AM,eBird - Traveling Count,50,1,1.5,,14,,,with Lincoln birding group led by Gwyn and Bryce,
S39363881,Blue Jay,Cyanocitta cristata,20786,6,US-MA,Middlesex,L357227,Dunback Meadow,42.4275113,-71.2269402,2017-09-24,09:30 AM,eBird - Traveling Count,90,1,4,,2,,,with Bonnie,
S68005743,Blue Jay,Cyanocitta cristata,20786,7,US-MA,Middlesex,L3872534,Fox Park,42.3600312,-71.255039,2020-04-28,07:20 AM,eBird - Traveling Count,70,1,1.5,,2,,,with Bonnie,
S19970189,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L207370,"Fresh Pond, Cambridge",42.383,-71.15,2014-09-28,01:45 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
S19045007,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2014-06-01,10:00 AM,eBird - Traveling Count,75,1,1.609,,2,,,with Bonnie,
S18858044,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2014-06-21,08:00 AM,eBird - Traveling Count,90,1,3.219,,2,,,with Bonnie,
S22923947,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2015-04-18,09:30 AM,eBird - Traveling Count,60,1,2,,2,,,with Bonnie,
S30204460,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2016-06-12,11:00 AM,eBird - Traveling Count,45,1,2,,2,,,with Bonnie,
S37007583,Blue Jay,Cyanocitta cristata,20786,2,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2017-05-20,07:35 AM,eBird - Traveling Count,120,1,4,,2,,heard but not seen,with Bonnie,
S68536976,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L208284,Great Meadows NWR--Concord Unit,42.4751409,-71.3295084,2020-05-07,06:50 AM,eBird - Traveling Count,90,1,3,,2,,,with Bonnie,
S44589416,Blue Jay,Cyanocitta cristata,20786,7,US-MA,Middlesex,L617021,Great Meadows NWR--Sudbury Unit,42.4015227,-71.3715005,2018-04-14,08:30 AM,eBird - Traveling Count,50,1,1,,2,,,with Bonnie,
S67586585,Blue Jay,Cyanocitta cristata,20786,4,US-MA,Middlesex,L842638,Great Meadows NWR--Wash Brook Trail,42.3574697,-71.385684,2020-04-21,07:20 AM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S34614892,Blue Jay,Cyanocitta cristata,20786,3,US-MA,Middlesex,L5271888,Greenridge Lane,42.4111955,-71.3228774,2017-02-19,12:00 PM,eBird - Stationary Count,90,1,,,1,,,"Great Backyard Bird Count, day 2",
S78262900,Blue Jay,Cyanocitta cristata,20786,4,US-MA,Middlesex,L5271888,Greenridge Lane,42.4111955,-71.3228774,2020-12-30,12:39 PM,eBird - Stationary Count,20,1,,,1,,,,
S18943254,Blue Jay,Cyanocitta cristata,20786,4,US-MA,Middlesex,L207437,Habitat Education Center and Wildlife Sanctuary (Mass Audubon),42.40282,-71.18856,2014-06-29,11:00 AM,eBird - Traveling Count,45,1,1.609,,2,,,with Bonnie,
S18858241,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L207386,Middlesex Fells Reservation,42.4521799,-71.1098195,2014-06-14,01:00 PM,eBird - Traveling Count,120,1,6.437,,2,,,with Jeffrey,
S22798311,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L2961070,Middlesex Fells Reservation--Wright's Pond,42.4415681,-71.0999751,2015-04-11,07:30 AM,eBird - Traveling Count,60,1,1,,2,,,with Bonnie,
S23043540,Blue Jay,Cyanocitta cristata,20786,8,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2015-04-25,07:00 AM,eBird - Traveling Count,45,1,2,,2,,,with Bonnie,
S23487900,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2015-05-17,07:30 AM,eBird - Traveling Count,90,1,2,,2,,,with Bonnie,
S29637528,Blue Jay,Cyanocitta cristata,20786,3,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2016-05-14,09:00 AM,eBird - Traveling Count,60,1,2,,2,,,with Bonnie,
S36795876,Blue Jay,Cyanocitta cristata,20786,2,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2017-05-13,09:45 AM,eBird - Traveling Count,105,1,2,,2,,,with Bonnie,
S44819846,Blue Jay,Cyanocitta cristata,20786,4,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2018-04-22,08:10 AM,eBird - Traveling Count,90,1,3,,2,,,with Bonnie,
S45381100,Blue Jay,Cyanocitta cristata,20786,5,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2018-05-06,03:35 PM,eBird - Traveling Count,70,1,4,,2,,,with Bonnie,
S86229002,Blue Jay,Cyanocitta cristata,20786,6,US-MA,Middlesex,L207391,Mt. Auburn Cemetery,42.371,-71.146,2021-04-24,07:15 AM,eBird - Traveling Count,60,1,2,,2,,,,
S66083574,Blue Jay,Cyanocitta cristata,20786,2,US-MA,Middlesex,L4015620,Peeper's Pond,42.4290674,-71.2041253,2020-03-22,08:45 AM,eBird - Stationary Count,20,1,,,2,,,with Bonnie,
S36627528,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Middlesex,L5799302,Ricci Field,42.4475281,-71.2877083,2017-05-07,07:30 AM,eBird - Traveling Count,70,1,2,,10,,,with birding group,
S28976793,Blue Jay,Cyanocitta cristata,20786,3,US-MA,Middlesex,L682512,"Walden Pond, Concord",42.4365703,-71.3376617,2016-04-16,08:30 AM,eBird - Traveling Count,60,1,2,,2,,,with Bonnie,
S43073584,Blue Jay,Cyanocitta cristata,20786,5,US-FL,Pinellas,L127331,Boyd Hill Nature Park & Lake Maggiore,27.7248069,-82.6501069,2018-02-21,10:30 AM,eBird - Traveling Count,105,1,5,,2,,,with Bonnie,
S127129147,Blue Jay,Cyanocitta cristata,20786,2,US-FL,Pinellas,L127329,Sawgrass Lake Park,27.8398,-82.6705,2023-01-28,02:20 PM,eBird - Traveling Count,925,1,1,,2,,,,
S83725447,Blue Jay,Cyanocitta cristata,20786,2,US-MA,Worcester,L452346,Bolton Flats WMA--Bolton,42.4640087,-71.6400582,2021-03-20,08:00 AM,eBird - Traveling Count,90,1,4,,2,,,with Bonnie,
S108637425,Blue Jay,Cyanocitta cristata,20786,2,US-MA,Worcester,L207431,Eagle Lake Wildlife Sanctuary (Mass Audubon),42.36121,-71.89358,2022-05-01,09:10 AM,eBird - Traveling Count,90,1,2,,2,,,,
S95492926,Blue Jay,Cyanocitta cristata,20786,1,US-MA,Worcester,L612185,"The Quag, Sterling",42.4166134,-71.7710209,2021-10-02,11:30 AM,eBird - Traveling Count,30,1,1,,1,,,kayaking,
S57236507,Blue Jay,Cyanocitta cristata,20786,2,US-MA,Worcester,L9439634,Wayne MacCallum Wildlife Management Area,42.29368,-71.6350793,2019-06-09,08:15 AM,eBird - Traveling Count,75,1,3,,2,,,with Bonnie,
S94214838,Blue Jay,Cyanocitta cristata,20786,2,US-MA,Worcester,L612182,"West Waushacum Pond, Sterling",42.413952,-71.7648411,2021-09-05,09:10 AM,eBird - Traveling Count,60,1,2,,4,,,"kayaking with Bonnie, Arielle, Jim",
S95141978,Blue Jay,Cyanocitta cristata,20786,18,US-MA,Worcester,L464598,Westboro WMA,42.2955958,-71.6157532,2021-09-25,08:00 AM,eBird - Traveling Count,60,1,4,,2,,,,
S105626150,Eurasian Jay,Garrulus glandarius,20835,6,IT-75,,L18259010,Villa Comunale di Trani,41.2787901,16.4243782,2022-03-26,04:00 PM,eBird - Casual Observation,,0,,,2,,,,
S55016999,Eurasian Jay,Garrulus glandarius,20835,1,IT-65,,L9056807,near Ofena,42.3135785,13.7504597,2019-04-16,11:00 AM,eBird - Casual Observation,,0,,,2,,,with Bonnie,
S47441516,Eurasian Magpie,Pica pica,20963,1,GB-SCT,Edinburgh,L5241503,Princes Street Gardens,55.9497825,-3.1987917,2018-07-25,11:33 AM,eBird - Casual Observation,,0,,,2,,,with Bonnie,108620041
S105626150,Eurasian Magpie,Pica pica,20963,3,IT-75,,L18259010,Villa Comunale di Trani,41.2787901,16.4243782,2022-03-26,04:00 PM,eBird - Casual Observation,,0,,,2,,,,
S36117416,Black-billed Magpie,Pica hudsonia,20972,1,US-NM,Taos,L5724077,across the street from Kichina,36.4132963,-105.568378,2017-04-20,08:55 AM,eBird - Casual Observation,,0,,,2,,,with Bonnie,
S47456303,Eurasian Jackdaw,Corvus monedula,21010,1,GB-SCT,Edinburgh,L919602,Holyrood Park,55.9473623,-3.1610155,2018-07-26,10:02 AM,eBird - Casual Observation,,0,,,2,,,with Bonnie hiking up to Arthur's Seat,108702081
S85516072,American Crow,Corvus brachyrhynchos,21054,3,US-MA,Berkshire,L207427,"Canoe Meadows Wildlife Sanctuary, Pittsfield",42.42846,-73.232,2021-04-14,07:30 AM,eBird - Traveling Count,90,1,4,,2,,,with Bonnie,
S85448455,American Crow,Corvus brachyrhynchos,21054,3,US-MA,Berkshire,L2888966,"Wild Acres Conservation Area, Pittsfield",42.430774,-73.2797098,2021-04-13,07:30 AM,eBird - Traveling Count,60,1,3,,2,,,with Bonnie,
